0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.3840753138065338,0.462797075510025,0.3766697943210602,0.4674309194087982,0.37774211168289185,0.4576626121997833,0.3807614743709564,0.4748871624469757,0.38361239433288574,0.45222824811935425,0.42423275113105774,0.4942018687725067,0.43487730622291565,0.4438801109790802,0.44175955653190613,0.5334562063217163,0.5038991570472717,0.4370030462741852,0.44445160031318665,0.5870238542556763,0.566257655620575,0.4343585968017578,0.5616311430931091,0.4888850748538971,0.564161479473114,0.45629021525382996,0.6674891114234924,0.4917221963405609,0.6683180928230286,0.4525945484638214,0.7584191560745239,0.4927575886249542,0.7614105939865112,0.4461522400379181,0.4295227527618408,0.4697468876838684
0.38191619515419006,0.4559842050075531,0.37422582507133484,0.45900851488113403,0.3759606182575226,0.44960737228393555,0.37860482931137085,0.46642300486564636,0.3828522861003876,0.4429238736629486,0.4204309284687042,0.4876554012298584,0.434627503156662,0.4364878535270691,0.4345104992389679,0.5277703404426575,0.5062680840492249,0.431613028049469,0.4399549961090088,0.5816025137901306,0.5703054070472717,0.4256896674633026,0.5573214888572693,0.4830361008644104,0.5604251623153687,0.45065930485725403,0.6619970202445984,0.4809053838253021,0.6629089713096619,0.44286343455314636,0.7517606616020203,0.48568883538246155,0.7546111941337585,0.44081926345825195,0.42724066972732544,0.4614674150943756
0.425525039434433,0.45694562792778015,0.41863465309143066,0.4613206088542938,0.419487327337265,0.4515772759914398,0.42248305678367615,0.4711749851703644,0.42667490243911743,0.44602274894714355,0.4642314314842224,0.48968762159347534,0.47841984033584595,0.43945470452308655,0.47926023602485657,0.529273271560669,0.5460151433944702,0.43305930495262146,0.4797583222389221,0.5813660621643066,0.6105433702468872,0.42747408151626587,0.5972432494163513,0.4868411421775818,0.6009650230407715,0.4527306854724884,0.6976063847541809,0.4875863194465637,0.7001862525939941,0.44768476486206055,0.7866539359092712,0.4877244532108307,0.7943628430366516,0.44600963592529297,0.47103503346443176,0.4647538959980011
0.41463419795036316,0.44309544563293457,0.40632686018943787,0.4465758204460144,0.40620532631874084,0.440513551235199,0.4098438322544098,0.4518091678619385,0.4103112518787384,0.44532790780067444,0.4515497386455536,0.4729653000831604,0.4622794985771179,0.43676671385765076,0.46372610330581665,0.5227665901184082,0.5363981127738953,0.42467084527015686,0.4650973975658417,0.567766547203064,0.6005451083183289,0.4181866943836212,0.5875473022460938,0.47407349944114685,0.591090977191925,0.44657132029533386,0.6845660209655762,0.47634392976760864,0.6866116523742676,0.439454048871994,0.7716179490089417,0.47752389311790466,0.7724432945251465,0.4403052031993866,0.4550161361694336,0.4563792645931244
0.35830169916152954,0.44574370980262756,0.3484625220298767,0.45105066895484924,0.34975340962409973,0.43973150849342346,0.35231074690818787,0.4625470042228699,0.35671839118003845,0.43262866139411926,0.40283769369125366,0.4883889853954315,0.42295902967453003,0.4248676002025604,0.4092809557914734,0.5394741296768188,0.5103439092636108,0.4209666848182678,0.4161631464958191,0.6001318097114563,0.5850457549095154,0.4188541769981384,0.5689233541488647,0.4822293817996979,0.5748066306114197,0.4452205002307892,0.6813563704490662,0.4926748275756836,0.6809867024421692,0.44265374541282654,0.78947913646698,0.4921286702156067,0.775550365447998,0.43410608172416687,0.4132064878940582,0.45638567209243774
0.3276515603065491,0.4674406349658966,0.31817299127578735,0.4716610610485077,0.31925299763679504,0.4619360864162445,0.324723482131958,0.4832460284233093,0.328381210565567,0.45496419072151184,0.3746167719364166,0.5058249831199646,0.3961827754974365,0.4444219470024109,0.3822062909603119,0.5595921874046326,0.4857594966888428,0.44281575083732605,0.3905695080757141,0.6150951385498047,0.5603419542312622,0.4456792175769806,0.5363060235977173,0.5057867765426636,0.542279839515686,0.4677070677280426,0.6541857719421387,0.5125096440315247,0.6552777886390686,0.4689493179321289,0.7376357316970825,0.5119853615760803,0.7472764849662781,0.46624523401260376,0.3863970637321472,0.47564294934272766
0.43493834137916565,0.45850616693496704,0.427232950925827,0.46279141306877136,0.42801862955093384,0.4553319811820984,0.4314315617084503,0.47431448101997375,0.43436241149902344,0.4535539150238037,0.4736242890357971,0.4945347309112549,0.48612695932388306,0.4449644386768341,0.48702558875083923,0.5320647954940796,0.5577329397201538,0.43665677309036255,0.48753786087036133,0.5816826224327087,0.6226271986961365,0.43343693017959595,0.6102038025856018,0.48980095982551575,0.6137189865112305,0.4564572274684906,0.7091420888900757,0.49105945229530334,0.7121496796607971,0.45113691687583923,0.7954049706459045,0.49479955434799194,0.805432140827179,0.4533238708972931,0.4803585112094879,0.47057288885116577
0.39725151658058167,0.4426448941230774,0.3892349600791931,0.44703730940818787,0.3891581892967224,0.4393707811832428,0.3933263421058655,0.4558497369289398,0.39630770683288574,0.4416044354438782,0.43703439831733704,0.481882780790329,0.45139965415000916,0.4329284131526947,0.45208337903022766,0.5207985043525696,0.5222977995872498,0.4240398406982422,0.45090559124946594,0.5625156164169312,0.5872079730033875,0.4179530739784241,0.577082633972168,0.47561880946159363,0.5798691511154175,0.44543781876564026,0.6770987510681152,0.4771577715873718,0.6793742179870605,0.4408535063266754,0.7627882361412048,0.4798296391963959,0.7701136469841003,0.43898501992225647,0.4434916377067566,0.4580385088920593
0.40395593643188477,0.4377022087574005,0.39624786376953125,0.4416958689689636,0.39631539583206177,0.4346151649951935,0.400700181722641,0.4491882920265198,0.4024330675601959,0.4371851086616516,0.4427431523799896,0.47224313020706177,0.4561524987220764,0.4255005717277527,0.45780155062675476,0.5164273977279663,0.5258983373641968,0.4162083566188812,0.4585365951061249,0.5621560215950012,0.5877118706703186,0.4125540554523468,0.5808007121086121,0.46646982431411743,0.5837043523788452,0.43795207142829895,0.6826110482215881,0.4692344665527344,0.6844179034233093,0.4342007637023926,0.7720234990119934,0.4713344871997833,0.7707495093345642,0.43313857913017273,0.4491630494594574,0.45101410150527954
0.40773940086364746,0.4613815248012543,0.3978898823261261,0.4656628668308258,0.3998355567455292,0.45494845509529114,0.3995163142681122,0.4754485487937927,0.4042011797428131,0.4469194710254669,0.44401314854621887,0.5011237859725952,0.46805158257484436,0.4379585087299347,0.4479537606239319,0.5564005970954895,0.553049623966217,0.43383654952049255,0.4482324421405792,0.6171048879623413,0.6289992332458496,0.43678975105285645,0.6036295890808105,0.4970710575580597,0.6116414666175842,0.4577680230140686,0.716401219367981,0.503078281879425,0.7168399095535278,0.454291969537735,0.8095065951347351,0.5044118165969849,0.8098257184028625,0.451490581035614,0.4560040533542633,0.46975335478782654
